,blockNumber,timestamp_iso8601,timestamp_unixtime,cashPrior,interestAccumulated,borrowIndex,totalBorrows
0,12846596,2021-07-17T21:16:56Z,1626556616,448129959795113313525702,60532598747204203,1069920095730904671,91212535666111190097388
0,12846572,2021-07-17T21:09:54Z,1626556194,448129082995113313525702,47921652296855046,1069919385685477544,91212475133512442893185
0,12846553,2021-07-17T21:06:34Z,1626555994,448125815735823313525702,83232555503819399,1069918823566044743,91212427211860146038139
0,12846520,2021-07-17T20:58:46Z,1626555526,448121876446203313525702,30266513357544533,1069917847250858435,91212343979304642218740
0,12846508,2021-07-17T20:56:51Z,1626555411,448121625254053313525702,63055186918508000,1069917492225634847,91212313712791284674207
0,12846483,2021-07-17T20:51:10Z,1626555070,448120383837944942338490,527137369481954557,1069916752590329991,91212250657604366166207
0,12846274,2021-07-17T20:02:11Z,1626552131,448120153837944942338490,267350809909450293,1069910569286020987,91211723520234884211650
0,12846168,2021-07-17T19:38:17Z,1626550697,448120143309134942338490,153852418437145024,1069907433269660483,91211456169424974761357
0,12846107,2021-07-17T19:22:34Z,1626549754,448120143309134942338490,234560935255221871,1069905628585764125,91211302317006537616333
0,12846014,2021-07-17T19:03:54Z,1626548634,448119579049134942338490,95842010125284290,1069902877193573674,91211067756071282394462
0,12845976,2021-07-17T18:54:41Z,1626548081,448119536789343498828352,27743727931006192,1069901752969892144,91210971914061157110172
0,12845965,2021-07-17T18:52:30Z,1626547950,448118036789343498828352,37832400767101168,1069901427536860083,91210944170333226103980
0,12845950,2021-07-17T18:48:26Z,1626547706,448117241674731270206103,27743774180654234,1069900983764021681,91210906337932459002812
0,12845939,2021-07-17T18:47:33Z,1626547653,448102183674731270206103,633067193892966607,1069900658330447113,91210878594158278348578
0,12845688,2021-07-17T17:50:33Z,1626544233,448102120600351270206103,968501043169894944,1069893232472721006,91210245526964385381971
0,12845304,2021-07-17T16:24:34Z,1626539074,448075751099635395199577,809621064592764011,1069881871986782791,91209277025921215487027
0,12844983,2021-07-17T15:14:46Z,1626534886,448077084738400169031243,282482773111430045,1069872375157858906,91208467404856622723016
0,12844871,2021-07-17T14:52:18Z,1626533538,448071056551435927162746,50443679169758486,1069869061644059048,91208184922083511292971
0,12844851,2021-07-17T14:49:07Z,1626533347,448070970643015927162746,431290294880074478,1069868469941332530,91208134478404341534485
0,12844680,2021-07-17T14:09:38Z,1626530978,448070949643015927162746,706197749976707967,1069863410920111204,91207703188109461460007
0,12844400,2021-07-17T13:08:42Z,1626527322,448073390501046357472610,802025395646482392,1069855127243325528,91206996990359484752040
0,12844082,2021-07-17T11:48:43Z,1626522523,448070919511546357472610,12610497441254711,1069845719511352921,91206194964963838269648
0,12844077,2021-07-17T11:47:06Z,1626522426,448065490835914629018019,892815383362989752,1069845571590625458,91206182354466397014937
0,12843723,2021-07-17T10:26:12Z,1626517572,448065394305364629018019,413617784911480204,1069835098895030914,91205289539083034025185
0,12843559,2021-07-17T09:51:33Z,1626515493,448064380185620662816230,731388983259759943,1069830247171780413,91204875921298122544981
0,12843269,2021-07-17T08:49:44Z,1626511784,448062749782680690955547,330384832536883721,1069821668002642409,91204144532314862785038
0,12843138,2021-07-17T08:22:54Z,1626510174,448063758921265248248318,5044036600580328,1069817792599233498,91203814147482325901317
0,12843136,2021-07-17T08:22:18Z,1626510138,448063758921265248248318,365690347692033386,1069817733432847177,91203809103445725320989
0,12842991,2021-07-17T07:39:42Z,1626507582,448061612221265248248318,726329494893740465,1069813443896886432,91203443413098033287603
0,12842703,2021-07-17T06:31:05Z,1626503465,448061612221265248248318,98356949913956513,1069804924075383459,91202717083603139547138
0,12842664,2021-07-17T06:24:08Z,1626503048,448061200854035248248318,27741704463728579,1069803770351539481,91202618726653225590625
0,12842653,2021-07-17T06:21:29Z,1626502889,448062005474035248248318,910417115910283044,1069803444942242625,91202590984948761862046
0,12842292,2021-07-17T04:51:35Z,1626497495,448062400591574457486796,484206489264567548,1069792765778894120,91201680567832851579002
0,12842100,2021-07-17T04:07:47Z,1626494867,448055676191574457486796,264801385516786266,1069787086052422708,91201196361343587011454
0,12841995,2021-07-17T03:41:26Z,1626493286,448055478933644457486796,100876567081004391,1069783979940727942,91200931559958070225188
0,12841955,2021-07-17T03:31:42Z,1626492702,448044632933644457486796,60526677405787622,1069782796661856019,91200830683390989220797
0,12841931,2021-07-17T03:25:57Z,1626492357,448043414392974457486796,42873095159208464,1069782086685886035,91200770156713583433175
0,12841914,2021-07-17T03:21:59Z,1626492119,448043260330574457486796,1293730076961619873,1069781583785865309,91200727283618424224711
0,12841401,2021-07-17T01:32:53Z,1626485573,447972080330574457486796,60530573599294535,1069766408373870848,91199433553541462604838
0,12841377,2021-07-17T01:27:26Z,1626485246,447971845576324457486796,219422561890669523,1069765698352198640,91199373022967863310303
0,12841290,2021-07-17T01:07:49Z,1626484069,447961845576324457486796,587650141017109010,1069763124532638542,91199153600405972640780
0,12841057,2021-07-17T00:18:54Z,1626481134,447961172637964457486796,93317759965289048,1069756231415474967,91198565950264955531770
0,12841020,2021-07-17T00:11:14Z,1626480674,447961047637964457486796,90795530029822895,1069755136801166240,91198472632504990242722
0,12840984,2021-07-17T00:02:18Z,1626480138,447961007669444457486796,696090742054659737,1069754071772533147,91198381836974960419827
0,12840708,2021-07-16T22:57:55Z,1626476275,447964007823319804965175,191675826086978072,1069745906650623778,91197685746232905760090
0,12840632,2021-07-16T22:43:38Z,1626475418,447925007823319804965175,40354696581066212,1069743658299377992,91197494070406818782018
0,12840616,2021-07-16T22:40:14Z,1626475214,447924007823319804965175,456509468084604420,1069743184940091203,91197453715710237715806
0,12840435,2021-07-16T22:02:50Z,1626472970,447924195476337751262288,451461546587075888,1069737830098783172,91196997206242153111386
0,12840256,2021-07-16T21:26:33Z,1626470793,447918099535487751262288,60531543896822638,1069732534469431178,91196545744695566035498
0,12840232,2021-07-16T21:22:48Z,1626470568,447915599522987751262288,32788001037851405,1069731824436377412,91196485213151669212860
0,12840219,2021-07-16T21:19:48Z,1626470388,447848994012627751262288,524645888114818839,1069731439834184819,91196452425150631361455
0,12840011,2021-07-16T20:27:58Z,1626467278,447846824012627751262288,716336471312981612,1069725285754871737,91195927779262516542616
0,12839727,2021-07-16T19:20:08Z,1626463208,447846665099137751262288,30267728292428965,1069716883151212431,91195211442791203561004
0,12839715,2021-07-16T19:18:20Z,1626463100,447846395314612854410535,22700794802799883,1069716528111737696,91195181175062911132039
0,12839706,2021-07-16T19:16:36Z,1626462996,447854395314612854410535,10089141930109489,1069716261832148261,91195158474268108332156
0,12839702,2021-07-16T19:15:51Z,1626462951,447848965314612854410535,451488576457097419,1069716143486839463,91195148385126178222667
0,12839523,2021-07-16T18:30:45Z,1626460245,447854881668603774269818,83234604026533935,1069710847540427968,91194696896549721125248
0,12839490,2021-07-16T18:20:08Z,1626459608,447959666468603774269818,17653563605935562,1069709871201212554,91194613661945694591313
0,12839483,2021-07-16T18:19:09Z,1626459549,447963538290555059930102,22697322876820997,1069709664125481951,91194596008382088655751
0,12839474,2021-07-16T18:18:06Z,1626459486,447962997215295059930102,252191546043541301,1069709397886618095,91194573311059211834754
0,12839374,2021-07-16T17:56:18Z,1626458178,447962512256773353779453,2942927724701543732,1069706439687932850,91194321119513168293453
0,12838207,2021-07-16T13:35:28Z,1626442528,447944226926893353779453,390883370647839442,1069671919240826021,91191378191788466749721
0,12838052,2021-07-16T12:59:30Z,1626440370,447943026733923353779453,141222241826554972,1069667334191520145,91190987308417818910279
0,12837996,2021-07-16T12:47:23Z,1626439643,447943208322413098483797,110960095965648502,1069665677659187271,91190846086175992355307
0,12837952,2021-07-16T12:38:26Z,1626439106,447937131876067225770465,148788122144389587,1069664376100847391,91190735126080026706805
0,12837893,2021-07-16T12:26:07Z,1626438367,447937113651647225770465,116004069131814351,1069662630820982888,91190586337957882317218
0,12837847,2021-07-16T12:15:20Z,1626437720,448682512273667879578839,488786342130761364,1069661270097000770,91190470333888750502867
0,12837653,2021-07-16T11:30:16Z,1626435016,448684822273667879578839,118416734937542257,1069655536649003240,91189981547546619741503
0,12837606,2021-07-16T11:19:29Z,1626434369,448684791373667879578839,128494475058980711,1069654147624529189,91189863130811682199246
0,12837555,2021-07-16T11:08:05Z,1626433685,448682337743667879578839,156209015434213671,1069652640388489187,91189734636336623218535
0,12837493,2021-07-16T10:55:49Z,1626432949,448682540835323688770285,234312518505909228,1069650808061786209,91189578427321189004864
0,12837400,2021-07-16T10:35:46Z,1626431746,448678740835323688770285,619790646471889507,1069648059583516200,91189344114802683095636
0,12837154,2021-07-16T09:41:09Z,1626428469,448678280835323688770285,17636323719804749,1069640789459262296,91188724324156211206129
0,12837147,2021-07-16T09:39:31Z,1626428371,448678889168350504840730,229271132153826252,1069640582585755000,91188706687832491401380
0,12837056,2021-07-16T09:19:47Z,1626427187,448677889168350504840730,50389277365160719,1069637893242783983,91188477416700337575128
0,12837036,2021-07-16T09:14:38Z,1626426878,448675389168350504840730,287218332459005038,1069637302178188875,91188427027422972414409
0,12836922,2021-07-16T08:48:18Z,1626425298,448675389159562566991279,78103125565499740,1069633933116430905,91188139809090513409371
0,12836891,2021-07-16T08:40:04Z,1626424804,448673889159562566991279,297294786985993881,1069633016969292010,91188061705964947909631
0,12836773,2021-07-16T08:10:18Z,1626423018,448671964243342566991279,1607366620631027505,1069629529711048070,91187764411177961915750
0,12836135,2021-07-16T05:45:43Z,1626414343,448670691358748722079255,269573190237026351,1069610675352531874,91186157044557330888245
0,12836028,2021-07-16T05:23:38Z,1626413018,448470171358748722079255,892063005327686136,1069607513267721946,91185887471367093861894
0,12835674,2021-07-16T04:08:34Z,1626408514,448469675691908722079255,514065959488069588,1069597049397497442,91184995408361766175758
0,12835470,2021-07-16T03:15:49Z,1626405349,448356795691908722079255,403241620872942111,1069591019420405250,91184481342402278106170
0,12835310,2021-07-16T02:38:46Z,1626403126,448354852335159595870320,20162121763936735,1069586289409223604,91184078100781405164059
0,12835302,2021-07-16T02:37:02Z,1626403022,448347252141806514852914,574620096066330496,1069586052908186874,91184057938659641227324
0,12835074,2021-07-16T01:43:57Z,1626399837,448345779650266514852914,110891584337245319,1069579312633029492,91183483318563574896828
0,12835030,2021-07-16T01:34:38Z,1626399278,448545906296188047104336,330072151132741149,1069578011878328799,91183372426979237651509
0,12834899,2021-07-16T01:04:10Z,1626397450,448543636296188047104336,25196406107682425,1069574140142662654,91183042354828104910360
0,12834889,2021-07-16T01:00:33Z,1626397233,448488895156522918298608,390567697446089419,1069573844589633261,91183017158421997227935
0,12834734,2021-07-16T00:22:11Z,1626394931,448487723890082918298608,919710657012129035,1069569263243163840,91182626590724551138516
0,12834369,2021-07-15T22:59:36Z,1626389976,448472555261723844195107,93232515598497519,1069558475066878541,91181706880067539009481
0,12834332,2021-07-15T22:52:32Z,1626389552,448477017649080071838187,105830735921573289,1069557381452483482,91181613647551940511962
0,12834290,2021-07-15T22:44:04Z,1626389044,448477518290622063824561,390562942364649669,1069556140061371158,91181507816816018938673
0,12834135,2021-07-15T22:09:25Z,1626386965,448471889169438646714330,65514158969829864,1069551558770678689,91181117253873654289004
0,12834109,2021-07-15T22:03:40Z,1626386620,431744975169438646714330,23154733631729149,1069550790291711135,91181051739714684459140
0,12834100,2021-07-15T22:01:15Z,1626386475,436251502285368667731270,161162665694901463,1069550518687433906,91181028584981052729991
0,12834037,2021-07-15T21:45:52Z,1626385552,436248502285368667731270,281394823000040619,1069548628254573453,91180867422315357828528
0,12833927,2021-07-15T21:18:23Z,1626383903,436248484021348667731270,741849589222567114,1069545327502393244,91180586027492357787909
0,12833637,2021-07-15T20:15:17Z,1626380117,436253513628318314608537,74184395257490616,1069536625630685342,91179844177903135220795
0,12833608,2021-07-15T20:08:11Z,1626379691,436253848208225868850972,145810279392657887,1069535755450126322,91179769993507877730179
0,12833551,2021-07-15T19:57:32Z,1626379052,436253678469128974806523,634395802210505899,1069534045100261065,91179624183228485072292
0,12833303,2021-07-15T19:05:03Z,1626375903,436247548564857794066595,250689508121588391,1069526603658002329,91178989787426274566393
0,12833205,2021-07-15T18:42:19Z,1626374539,436248511378405974685709,5116105772065240,1069523663078173368,91178739097918152978002
0,12833203,2021-07-15T18:41:48Z,1626374508,436249323732699372024082,163714754686794110,1069523603066417995,91178733981812380912762
0,12833139,2021-07-15T18:27:38Z,1626373658,436250090889446089959806,7674120714912865,1069521682697636140,91178570267057694118652
0,12833136,2021-07-15T18:27:18Z,1626373638,436250090889446089959806,130459757290645180,1069521592680448152,91178562592936979205787
0,12833085,2021-07-15T18:15:22Z,1626372922,436251527762417980718936,335099969343685342,1069520062391711083,91178432133179688560607
0,12832954,2021-07-15T17:48:28Z,1626371308,436251503619827980718936,997608701175465327,1069516131679899803,91178097033210344875265
0,12832564,2021-07-15T16:21:05Z,1626366065,436251476619827980718936,135572151611130984,1069504429762073829,91177099424509169409938
0,12832511,2021-07-15T16:09:53Z,1626365393,436250476619827980718936,10231871540728711,1069502839505116593,91176963852357558278954
0,12832507,2021-07-15T16:09:27Z,1626365367,436251226650059003275046,35811494505667295,1069502719485594075,91176953620486017550243
0,12832493,2021-07-15T16:07:49Z,1626365269,436251166985619003275046,35811475035418330,1069502299417920812,91176917808991511882948
0,12832479,2021-07-15T16:05:17Z,1626365117,436255414699302075281309,997582862786618745,1069501879350475934,91176881997516476464618
0,12832089,2021-07-15T14:38:47Z,1626359927,436278855244051031644343,1002651789198087167,1069490177735733426,91175884414653689845873
0,12831697,2021-07-15T13:01:57Z,1626354117,431767227137882394928693,33441208204591063,1069478416662647919,91174881762864491758706
0,12831684,2021-07-15T12:58:49Z,1626353929,431868142636548646414274,699594829918073959,1069478024398356369,91174848321656287167643
0,12831412,2021-07-15T11:54:42Z,1626350082,431868765338395391989606,473251080590441735,1069469818173609600,91174148726826369093684
0,12831228,2021-07-15T11:16:25Z,1626347785,431889146802589449385534,1239653418380289212,1069464266953727899,91173675475745778651949
0,12830746,2021-07-15T09:33:13Z,1626341593,431899146802589449385534,1131597320786818122,1069449725859191051,91172435822327398362737
0,12830306,2021-07-15T07:47:50Z,1626335270,431897124266940690023087,2517700932979883084,1069436452259187024,91171304225006611544615
0,12829327,2021-07-15T04:17:10Z,1626322630,431795921425228055146028,7716111027430975,1069406919708605422,91168786524073631661531
0,12829324,2021-07-15T04:16:48Z,1626322608,431995937907716717173267,20571062951683489,1069406829198872425,91168778807962604230556
0,12829316,2021-07-15T04:15:06Z,1626322506,431991057433383533806133,30856769165062640,1069406587900968779,91168758236899652547067
0,12829304,2021-07-15T04:10:59Z,1626322259,431978974103279115809790,362570327659155025,1069406225952063643,91168727380130487484427
0,12829163,2021-07-15T03:40:51Z,1626320451,431978403671576623953006,5142844794542147,1069401973013837057,91168364809802828329402
0,12829161,2021-07-15T03:40:46Z,1626320446,422659896040576623953006,307081388485325789,1069401912688433814,91168359666958033787255
0,12829043,2021-07-15T03:13:57Z,1626318837,422660932999043146350696,473629484890980910,1069398310633670552,91168052585569548461466
0,12828861,2021-07-15T02:32:37Z,1626316357,422660693003843146350696,762481599627962076,1069392754975118635,91167578956084657480556
0,12828568,2021-07-15T01:25:46Z,1626312346,422657821334053146350696,23421014485139777,1069383811090595424,91166816474485029518480
0,12828559,2021-07-15T01:23:43Z,1626312223,422656821334053146350696,1105972619481806449,1069383536362852389,91166793053470544378703
0,12828134,2021-07-14T23:41:35Z,1626306095,422656516211503146350696,31227457711197196,1069370563339766579,91165687080851062572254
0,12828122,2021-07-14T23:40:00Z,1626306000,422654115211503146350696,385137280589187888,1069370197042696777,91165655853393351375058
0,12827974,2021-07-14T23:08:13Z,1626304093,422653115211503146350696,109295650165914980,1069365679394841598,91165270716112762187170
0,12827932,2021-07-14T22:58:17Z,1626303497,422634036870927920126708,489236145380118645,1069364397360397160,91165161420462596272190
0,12827744,2021-07-14T22:16:19Z,1626300979,422635036870927920126708,268037359941265561,1069358658636222051,91164672184317216153545
0,12827641,2021-07-14T21:55:09Z,1626299709,422633626269691543020913,715626177413444633,1069355514566651860,91164404146957274887984
0,12827366,2021-07-14T20:49:58Z,1626295798,422631126269691543020913,713017419787089408,1069347120294717041,91163688520779861443351
0,12827092,2021-07-14T19:52:46Z,1626292366,422594094321261832868016,317488457328560133,1069338756623424875,91162975503360074353943
0,12826970,2021-07-14T19:25:13Z,1626290713,422594094321261832868016,538684409280160922,1069335032494080397,91162658014902745793810
0,12826763,2021-07-14T18:38:46Z,1626287926,422593955822151832868016,559497813162625438,1069328713743367715,91162119330493465632888
0,12826548,2021-07-14T17:45:26Z,1626284726,422590955822151832868016,80671979879973900,1069322150852100100,91161559832680303007450
0,12826517,2021-07-14T17:39:44Z,1626284384,418084582722362183764808,120414476361558781,1069321204572383111,91161479160700423033550
0,12826471,2021-07-14T17:28:39Z,1626283719,418079408550276064899134,397926257632521894,1069319792114466716,91166532918310180340443
0,12826319,2021-07-14T16:50:37Z,1626281437,418078071619856064899134,547144382839366302,1069315124717238067,91166134992052547818549
0,12826110,2021-07-14T16:09:30Z,1626278970,418081401416809016660091,722532528009916792,1069308707095562813,91165587847669708452247
0,12825834,2021-07-14T15:09:08Z,1626275348,418084538952606546545742,583777027204929698,1069300232293374824,91164865315141698535455
0,12825611,2021-07-14T14:18:48Z,1626272328,418148538952606546545742,1154344573560021263,1069293384996352667,91164281538114493605757
0,12825170,2021-07-14T12:38:46Z,1626266326,418148181152606546545742,10470248596623579,1069279845340297811,91163127193540933584494
0,12825166,2021-07-14T12:38:17Z,1626266297,418129003498320799861010,502580242227109288,1069279722531590555,91163116723292336960915
0,12824974,2021-07-14T11:47:43Z,1626263263,418127786724251100274242,34028905004342821,1069273827616176577,91162614143050109851627
0,12824961,2021-07-14T11:45:04Z,1626263104,418128786726209968943250,264376857456665221,1069273428480874835,91162580114145105508806
0,12824860,2021-07-14T11:22:55Z,1626261775,418121712807701193312653,159674196480795236,1069270327524885769,91162315737287648843585
0,12824799,2021-07-14T11:10:09Z,1626261009,418118138943379236075493,115175142232888873,1069268454658022006,91162156063091168048349
0,12824755,2021-07-14T11:01:41Z,1626260501,418115138943379236075493,787895037736292371,1069267103734001899,91162040887948935159476
0,12824454,2021-07-14T09:55:29Z,1626256529,418114138943379236075493,1816553734979286190,1069257862275201277,91161252992911198867105
