,blockNumber,timestamp_iso8601,timestamp_unixtime,minter,mintAmount,mintTokens
0,12844082,2021-07-17T11:48:43Z,1626522523,0x4011ee4762c73ad36570cd46463f59484f0e3bfc,2470989500000000000,12166586837
0,12844077,2021-07-17T11:47:06Z,1626522426,0x18bd764fe2ca5439937cd0bd4bff9bc874145f67,5428675631728454591,26729556984
0,12843723,2021-07-17T10:26:12Z,1626517572,0xb684bd7d5c2937b68451798efab8945e5d19f7c4,96530550000000000,475294938
0,12843559,2021-07-17T09:51:33Z,1626515493,0xbc82221e131c082336cf698f0ca3ebd18afd4ce7,1014119743966201789,4993302728
0,12843269,2021-07-17T08:49:44Z,1626511784,0xcb2c281a7dc748c0d60732e80209720a0f40d2d7,1630402939971860683,8027753918
0,12842991,2021-07-17T07:39:42Z,1626507582,0x4011ee4762c73ad36570cd46463f59484f0e3bfc,2146700000000000000,10569900087
0,12842664,2021-07-17T06:24:08Z,1626503048,0x2d2d53aa2e298edc56dbf3da0a001fa1ff0cf14f,411367230000000000,2025488199
0,12842100,2021-07-17T04:07:47Z,1626494867,0x39be1c2b09dfadf3bb925e562615a1d4603d874f,6724400000000000000,33109637471
0,12841995,2021-07-17T03:41:26Z,1626493286,0x440c8ab91ba7c8763b3d9b3357dc1c0d13a148aa,197257930000000000,971260032
0,12841955,2021-07-17T03:31:42Z,1626492702,0xbdde04bb41cd7e608d4cd1df6af6bcbafa768f95,10846000000000000000,53403621297
0,12841931,2021-07-17T03:25:57Z,1626492357,0xbc82221e131c082336cf698f0ca3ebd18afd4ce7,1218540670000000000,5999860775
0,12841914,2021-07-17T03:21:59Z,1626492119,0x84ad3e210db11c41d9c4df7518573f4387f12b9f,154062400000000000,758573783
0,12841401,2021-07-17T01:32:53Z,1626485573,0x7da957bfa534a593618ce9a16216a1ea57b8e941,71180000000000000000,350477334196
0,12841377,2021-07-17T01:27:26Z,1626485246,0xdeb9553eed4a1e9896000071e50a19ec83301574,234754250000000000,1155887196
0,12841290,2021-07-17T01:07:49Z,1626484069,0xde122ae193f46d67c239ae0c7dae644f9931a772,10000000000000000000,49238194855
0,12841057,2021-07-17T00:18:54Z,1626481134,0x339b00277f32265b5a46599ad30495b0e921eb6f,672938360000000000,3313429724
0,12841020,2021-07-17T00:11:14Z,1626480674,0x7859d12f4e4c4d10a849d6ecc53015d2aa2893be,125000000000000000,615478019
0,12840984,2021-07-17T00:02:18Z,1626480138,0xeff2f5d388c5a82371702653572bd2d07ad10cf1,39968520000000000,196797989
0,12840632,2021-07-16T22:43:38Z,1626475418,0xab9424c3507be50d8d9b185e58e1bff47f1db642,39000000000000000000,192029404205
0,12840616,2021-07-16T22:40:14Z,1626475214,0xab9424c3507be50d8d9b185e58e1bff47f1db642,1000000000000000000,4923831154
0,12840256,2021-07-16T21:26:33Z,1626470793,0x4c69c46a9ae117b0435e5133d4725e89653fd595,6095940850000000000,30015421467
0,12840232,2021-07-16T21:22:48Z,1626470568,0x52237c546f6302a17936d65f184c30430fe6583c,2500012500000000000,12309656054
0,12840219,2021-07-16T21:19:48Z,1626470388,0x8fa78a6ed4ac5b91ab9d12d3d1475f3ab7ef8b76,66605510360000000000,327954744770
0,12840011,2021-07-16T20:27:58Z,1626467278,0x204b064cf24d310dbed415948509ffff69869af6,2170000000000000000,10684736336
0,12839727,2021-07-16T19:20:08Z,1626463208,0x0ca2bb0399d7af3ccdb9d8b0a08eaa50882d6f95,158913490000000000,782465639
0,12839715,2021-07-16T19:18:20Z,1626463100,0x51fc266a30e27254ab7a239e5adfb8b2207461d3,269784524896851753,1328377657
0,12839702,2021-07-16T19:15:51Z,1626462951,0x259e20aeb8ee53cddc039ae776cc93035f269f6f,5430000000000000000,26736489107
0,12839474,2021-07-16T18:18:06Z,1626459486,0xaf7e5f8638837e14e47eccab81e988b7da19d600,541075260000000000,2664173921
0,12839374,2021-07-16T17:56:18Z,1626458178,0x4011ee4762c73ad36570cd46463f59484f0e3bfc,484958521706150649,2387864307
0,12838207,2021-07-16T13:35:28Z,1626442528,0x9897ce6dcde5ed3fe4812f5d9743c430ebce5d46,18285329880000000000,90034639568
0,12838052,2021-07-16T12:59:30Z,1626440370,0x9897ce6dcde5ed3fe4812f5d9743c430ebce5d46,1200192970000000000,5909600814
0,12837952,2021-07-16T12:38:26Z,1626439106,0x889abdd2bc0f3a884e607279ba132501698fbcd5,6076446345872713332,29919676083
0,12837893,2021-07-16T12:26:07Z,1626438367,0x7b2d1fa5f7dd375c56db09772e312e3e1e3cc1fd,18224420000000000,89734826
0,12837606,2021-07-16T11:19:29Z,1626434369,0x4f2c0e17590729fd298a126cb5944145db3159ec,30900000000000000,152147992
0,12837555,2021-07-16T11:08:05Z,1626433685,0x3abc10ff8c6127d1c10a72b00031deb2d1e65806,2453630000000000000,12081389836
0,12837400,2021-07-16T10:35:46Z,1626431746,0xcb2c281a7dc748c0d60732e80209720a0f40d2d7,3800000000000000000,18710769896
0,12837154,2021-07-16T09:41:09Z,1626428469,0xcb2c281a7dc748c0d60732e80209720a0f40d2d7,460000000000000000,2264989889
0,12837056,2021-07-16T09:19:47Z,1626427187,0x63ca3de924fa6c9bd5c1e61bb787ae804d504490,1000000000000000000,4923892756
0,12837036,2021-07-16T09:14:38Z,1626426878,0x4dc77f9318bfd41bafe10603c65c00e93c6be11f,2500000000000000000,12309732754
0,12836922,2021-07-16T08:48:18Z,1626425298,0x2cf1192de5f0503445d592179629401c08617739,8787937849451,43270
0,12836891,2021-07-16T08:40:04Z,1626424804,0x4dc77f9318bfd41bafe10603c65c00e93c6be11f,1500000000000000000,7385843409
0,12836773,2021-07-16T08:10:18Z,1626423018,0x3e90f84d76c328b8b2b412d4e060d0478ce0a4df,1924916220000000000,9478090440
0,12836135,2021-07-16T05:45:43Z,1626414343,0x925564259644c661c0403dd6f91af1293c4c67b4,1272884593844912024,6267567479
0,12836028,2021-07-16T05:23:38Z,1626413018,0x845b2b680699ab2be5eb7b939ac6735938891fed,200520000000000000000,987342535780
0,12835674,2021-07-16T04:08:34Z,1626408514,0x440c8ab91ba7c8763b3d9b3357dc1c0d13a148aa,495666840000000000,2440622196
0,12835470,2021-07-16T03:15:49Z,1626405349,0x87a2a86afb8f9e0feeee2f80fa5a18557690c93c,112880000000000000000,555812107089
0,12835310,2021-07-16T02:38:46Z,1626403126,0x75e4c0ffb05c07798e22605b607e2c8717a1e885,1943356749126208935,9568938840
0,12835302,2021-07-16T02:37:02Z,1626403022,0x9d83404d027df63b236e754f66b06ff7378ea3b3,7600193353081017406,37422767306
0,12835074,2021-07-16T01:43:57Z,1626399837,0xa248a2196e8fc5d3384d6ae7c59f71c1e97e31eb,1472491540000000000,7250440852
0,12834899,2021-07-16T01:04:10Z,1626397450,0xbc82221e131c082336cf698f0ca3ebd18afd4ce7,2270000000000000000,11177321156
0,12834889,2021-07-16T01:00:33Z,1626397233,0x18bfbc081001d58c26e52f9b2d0299c0c887c9c7,54741139665128805728,269541550660
0,12834734,2021-07-16T00:22:11Z,1626394931,0x60a71287353f3ac632f3e75fd1be532850aa5f4d,1171266440000000000,5767237330
0,12834369,2021-07-15T22:59:36Z,1626389976,0x00858982166a1d9ba05ffe832a0693c6f610e0be,15168628359074103501,74689403538
0,12834135,2021-07-15T22:09:25Z,1626386965,0xa1db546883c772c7fd4034e265c0779fb1d7880a,5629121183417110231,27717473126
0,12834109,2021-07-15T22:03:40Z,1626386620,0x46eea8d5b37d2db51f35c1bc8c50cbf80fb0ffe5,16726914000000000000000,82362382419544
0,12834037,2021-07-15T21:45:52Z,1626385552,0x54b044476b7348dfc49231f7548014fd509f48a8,3000000000000000000,14771834914
0,12833927,2021-07-15T21:18:23Z,1626383903,0x4c114e1cf87d8d1e68be541482f3402dd95fcd48,18264020000000000,89931065
0,12833551,2021-07-15T19:57:32Z,1626379052,0xdffe398376c5886d0ee9b44126c8323229bdc232,169739096894044449,835787453
0,12833303,2021-07-15T19:05:03Z,1626375903,0xe289a24fc2859fa9fb4b5acc97de7d4d6f0dc831,6129904271180739928,30183392080
0,12832954,2021-07-15T17:48:28Z,1626371308,0x1c75518baaf745859bc8656c15ee0065a6657522,24142590000000000,118877253
0,12832564,2021-07-15T16:21:05Z,1626366065,0x367751899a3d5314999b75de5fbec8a98e4a8940,27000000000000000,132947228
0,12832511,2021-07-15T16:09:53Z,1626365393,0x7859d12f4e4c4d10a849d6ecc53015d2aa2893be,1000000000000000000,4923972364
0,12832493,2021-07-15T16:07:49Z,1626365269,0x6c76b8f9d20919893a6e57ade961061b1dd7a58f,59664440000000000,293786072
0,12831697,2021-07-15T13:01:57Z,1626354117,0x212d3c9ad48926ed3e7ef538caaddb5d10e8eb9e,4511628106168636715650,22215198031828
0,12830306,2021-07-15T07:47:50Z,1626335270,0xc984bb15111552d0cbf7bcc47f145c1daa15ebac,2022535648759362447,9958990393
0,12829327,2021-07-15T04:17:10Z,1626322630,0x5e91d547a6f279e6d59086e30e25c964efe4b463,100430592612634877059,494523261647
0,12829316,2021-07-15T04:15:06Z,1626322506,0x71e73b703ce0c3d3cb3cf4c6df53b4ef01e49e9b,4880474333183367134,24031603527
0,12829304,2021-07-15T04:10:59Z,1626322259,0xa616490eb77fada8370ee971926cc4aa92da9ff9,12083330104417996343,59498686278
0,12829163,2021-07-15T03:40:51Z,1626320451,0xad191758bce6d26d396347672f8580f858c8e117,570431702491856784,2808824578
0,12829161,2021-07-15T03:40:46Z,1626320446,0x5fc2ac23d28c94d570cfb00813d2ab8882b4fb54,9318507631000000000000,45884640265990
0,12828861,2021-07-15T02:32:37Z,1626316357,0x4539c51bbf9faf305e1f19f90dab8a66ec33ac67,239995200000000000,1181745664
0,12828568,2021-07-15T01:25:46Z,1626312346,0x9626055d7b884df2feb6399adcbf36c4b17be846,2871669790000000000,14140229098
0,12828559,2021-07-15T01:23:43Z,1626312223,0x9626055d7b884df2feb6399adcbf36c4b17be846,1000000000000000000,4924044412
0,12828134,2021-07-14T23:41:35Z,1626306095,0xbc82221e131c082336cf698f0ca3ebd18afd4ce7,305122550000000000,1502439418
0,12828122,2021-07-14T23:40:00Z,1626306000,0x56c0fc546acf688afc44bf21024739df3b1f15ac,2401000000000000000,11822650302
0,12827974,2021-07-14T23:08:13Z,1626304093,0xbcd0a48ccb41fe57b8c661117e15ee6a3b334c71,1000000000000000000,4924055378
0,12827932,2021-07-14T22:58:17Z,1626303497,0xe357b511804f52e5ad27e8a8e09f4884e893bf99,19078340575226223988,93942820547
0,12827641,2021-07-14T21:55:09Z,1626299709,0x008b3b2f992c0e14edaa6e2c662bec549caa8df1,1410601236377105795,6945887411
0,12827366,2021-07-14T20:49:58Z,1626295798,0xbc82221e131c082336cf698f0ca3ebd18afd4ce7,2500000000000000000,12310166942
0,12827092,2021-07-14T19:52:46Z,1626292366,0xd92ab26831c03cffd036c0e5f1013d0242a8a82c,37031948429710152897,182347977176
0,12826763,2021-07-14T18:38:46Z,1626287926,0x419ae78d58ebfa4090572b85aa76e526c2227fe0,138499110000000000,681980431
0,12826548,2021-07-14T17:45:26Z,1626284726,0xf75898cac54fd9ecba2f5f74f1600fcb251ea6bc,3000000000000000000,14772246340
0,12826517,2021-07-14T17:39:44Z,1626284384,0xcb33844b365c53d3462271cee9b719b6fc8ba06a,4506373099789649103208,22189753796110
0,12826319,2021-07-14T16:50:37Z,1626281437,0x40c949ced4fb14727312b7dcd79847b3146af566,1336930420000000000,6583160982
0,12825170,2021-07-14T12:38:46Z,1626266326,0xbe172973bed37b0bdb9b22c5738f1b82822d3199,357800000000000000,1761845958
0,12825166,2021-07-14T12:38:17Z,1626266297,0xf8c9cf133252a1a0b2c4b527381eaa94eaef62a6,19177654285746684732,94432848564
0,12824974,2021-07-14T11:47:43Z,1626263263,0x6a78f926fc753955b75de9101789d22592b9edef,1216774069699586768,5991531862
0,12824860,2021-07-14T11:22:55Z,1626261775,0x18bd764fe2ca5439937cd0bd4bff9bc874145f67,7073918508775630597,34832782733
0,12824799,2021-07-14T11:10:09Z,1626261009,0x18bd764fe2ca5439937cd0bd4bff9bc874145f67,3573864321957237160,17598120282
0,12824755,2021-07-14T11:01:41Z,1626260501,0xd0cdacb442a9f38c44d2ea87f005c48faa8ad5cf,3000000000000000000,14772348658
0,12824454,2021-07-14T09:55:29Z,1626256529,0x36ab75710650754c32e4850d2ad050849ebb5899,1000000000000000000,4924121946
0,12823458,2021-07-14T06:10:25Z,1626243025,0xbdde04bb41cd7e608d4cd1df6af6bcbafa768f95,112151000000000000000,552247325522
0,12823230,2021-07-14T05:16:59Z,1626239819,0xf1be236378c32360792b107ec1d2d76c8a86487d,10000000000000000000,49241452342
0,12822982,2021-07-14T04:16:16Z,1626236176,0xc3577b341e05e1d5423348b2ef9b21c5c2a44c5c,134283700000000000,661233075
0,12822757,2021-07-14T03:21:45Z,1626232905,0xd0afc1ce4122e13f5d1f2bd93e2feb46fe4c3253,2000000000000000000,9848308471
0,12822605,2021-07-14T02:50:27Z,1626231027,0xf798bd874880eb0bfc1213cb6cef0d647bf86c03,1987017330000000000,9784385549
0,12822488,2021-07-14T02:23:46Z,1626229426,0x1b622ca9c74185a7e21351ae9ac5ea74b9e8a75b,154973369310000000000,763113566228
0,12822334,2021-07-14T01:50:59Z,1626227459,0xb222356d4c3c71a0c407df2bcb2c44797afa7f79,61552768605545514190,303095821813
0,12822137,2021-07-14T01:08:22Z,1626224902,0x60a71287353f3ac632f3e75fd1be532850aa5f4d,1202015580000000000,5918924296
0,12821881,2021-07-14T00:13:48Z,1626221628,0x7859d12f4e4c4d10a849d6ecc53015d2aa2893be,750000000000000000,3693128184
0,12821446,2021-07-13T22:24:10Z,1626215050,0x6f698e0dfc59452e0e9ee6e398768b207af2f91c,10324179227751394,50838108
0,12821358,2021-07-13T22:05:28Z,1626213928,0x339b00277f32265b5a46599ad30495b0e921eb6f,1996268650000000000,9829987901
0,12821355,2021-07-13T22:04:57Z,1626213897,0xde122ae193f46d67c239ae0c7dae644f9931a772,6285185708475204102,30949391601
0,12821339,2021-07-13T22:01:26Z,1626213686,0x0c85d3c58443f5773c09579a71cea7ab36839eb2,5954591862584231462,29321489504
0,12821043,2021-07-13T20:53:09Z,1626209589,0x9be80ea9c881edc59f9aba78eaefd788092fc6a4,17758070000000000,87444055
0,12820763,2021-07-13T19:53:31Z,1626206011,0x930af7923b8b5f8d3461ad1999ceeb8a62884b19,1344000000000000000000,6618114319890
0,12820512,2021-07-13T18:57:54Z,1626202674,0x147b3d45d68cfe67b247dfb32f1f06e03e0686a7,808437125800370154,3980903671
0,12820368,2021-07-13T18:25:04Z,1626200704,0x3d293bdf6f5ea8f020a5a34308a4f48002d64e78,4462151800000000000,21972526809
0,12820109,2021-07-13T17:24:20Z,1626197060,0x7fb2eb7bcd35c48248789884ae803095fb3e9338,1819999999999999856,8962052572
0,12819955,2021-07-13T16:47:08Z,1626194828,0x10070b635be8265557683cc7bb78d28776c9bbe1,83352450000000000,410444772
0,12819851,2021-07-13T16:20:39Z,1626193239,0x4e74c3b4a652792b97796f6cab0376f904938d13,18068334670000000000,88972267835
0,12819660,2021-07-13T15:42:20Z,1626190940,0xe865760f46a2b7ffe73c0685dcd8fe783ea8244a,14015950798894289990,69017531292
0,12819634,2021-07-13T15:36:22Z,1626190582,0xef9b13576298b20b949f8d33d2b368d8a68a8e38,2025000000000000000,9971532933
0,12819585,2021-07-13T15:25:22Z,1626189922,0x4e2ed0ce033d49bdcdf991914d150e30ae433e06,11600000000000000000,57120890883
0,12819365,2021-07-13T14:39:08Z,1626187148,0xbc82221e131c082336cf698f0ca3ebd18afd4ce7,1550000000000000000,7632539355
0,12819012,2021-07-13T13:20:39Z,1626182439,0x000000aaee6a496aaf7b7452518781786313400f,3258511127964170371,16045644205
0,12818965,2021-07-13T13:08:23Z,1626181703,0xfeafa6af75e7adbf7f0b3f6f318a143cc2b1aaff,1468177786462446431,7229640092
0,12818671,2021-07-13T12:02:09Z,1626177729,0xb9988c00739e59b80ff8ddc61f00fdc7e7c84688,7128987830032603531,35104791501
0,12818454,2021-07-13T11:13:33Z,1626174813,0xac842b4e34e64e4729af5c399497034556840644,348113614013469769,1714193715
0,12818445,2021-07-13T11:12:16Z,1626174736,0xd0cdacb442a9f38c44d2ea87f005c48faa8ad5cf,3000000000000000000,14772709594
0,12818363,2021-07-13T10:50:51Z,1626173451,0xcc733f87ec159f20e95f83881ae4e63612192163,21977070000000000,108220325
0,12818333,2021-07-13T10:41:19Z,1626172879,0x00858982166a1d9ba05ffe832a0693c6f610e0be,15167307943319958945,74687444316
0,12818306,2021-07-13T10:35:27Z,1626172527,0x1bc8f90f109708dfce37860af2a00103c1f4e436,79000000000000000,389014895
0,12818272,2021-07-13T10:28:12Z,1626172092,0xcc733f87ec159f20e95f83881ae4e63612192163,62378705166026112,307167704
0,12818068,2021-07-13T09:44:45Z,1626169485,0xbf3d09cc4b35ddb1738d3dad80cf243b01bbda34,46711510000000000,230018860
0,12817913,2021-07-13T09:09:53Z,1626167393,0x4be588a91e441ddcd23b2c60368b2d7e0dca32cb,964000000000000000,4746973815
0,12817641,2021-07-13T08:11:14Z,1626163874,0x7e57bc4f2a899f8f1af62ad754c69374614dca42,116886300000000000,575577584
0,12816212,2021-07-13T02:37:40Z,1626143860,0x889abdd2bc0f3a884e607279ba132501698fbcd5,7117598228822423887,35049040880
0,12816203,2021-07-13T02:36:23Z,1626143783,0xedc78f62343d1b90c06c88148e27876350213a94,7288202091694928306,35889143186
0,12815803,2021-07-13T01:05:46Z,1626138346,0x921b2aa50e2ee2dd718ea81ca27fcef37959eccd,76789480000000000,378133438
0,12815258,2021-07-12T22:58:17Z,1626130697,0xe8ebeaf9325246a02790d884f498dc9a85133dc2,3021043070000000000,14876514600
0,12815177,2021-07-12T22:37:58Z,1626129478,0x22f6e2ba33842931317cd6ea695b162009c1581f,963000000000000000,4742099907
0,12815091,2021-07-12T22:18:35Z,1626128315,0x65a53f864921598e12b30a0163fea93ed4a8ed30,719093885218990491,3541034459
0,12815021,2021-07-12T21:59:31Z,1626127171,0x632bcb80c3f2c2183fd62880c3979ef386a6756b,119483459279522895,588372631
0,12814868,2021-07-12T21:23:40Z,1626125020,0xe905ad6275a051d8ef8a7cab00d25e9664937312,3191756989832874675,15717184496
0,12814819,2021-07-12T21:10:44Z,1626124244,0x0f9fa23209cb434b213fefd1c72a58408e216580,365717952446370749,1800907037
0,12814515,2021-07-12T20:07:38Z,1626120458,0xa5348182ab22f1d39956ec22c423206f9c6e790a,222348350000000000,1094912562
0,12814418,2021-07-12T19:46:06Z,1626119166,0x8563762fb9299526b7913cbaa96bd049862eb948,303726829144626637,1495646115
0,12814031,2021-07-12T18:17:34Z,1626113854,0xf072bbf692c9bce64745d8c282d6b107054da3ba,26757053770000000000,131760318072
0,12813503,2021-07-12T16:24:27Z,1626107067,0xc16414ac1fedfdac4f8a09674d994e1bbb9d7113,1148905252152228551206,5657589685056
0,12813220,2021-07-12T15:26:49Z,1626103609,0x2d2ccec044eda4e270c19fdf1610291d43b303b3,29998000000000000000,147720242386
0,12812897,2021-07-12T14:12:40Z,1626099160,0xf0bea6f5bab274955ff9d587d49f6287878ef9c6,7687052954893671364,37853682029
0,12812516,2021-07-12T12:46:18Z,1626093978,0xba7ac1952db308b0a245bdb14440ca321afbb14a,10550458727544995380,51954150000
0,12812413,2021-07-12T12:18:30Z,1626092310,0x1cd377988b86e2aff796afc36fd371b03f86b177,500600000000000000,2465130530
0,12812402,2021-07-12T12:16:51Z,1626092211,0xbc82221e131c082336cf698f0ca3ebd18afd4ce7,248906317288736791,1225702333
0,12812223,2021-07-12T11:37:09Z,1626089829,0xe77dcda98ba8839de3c5f1f627a62f58566deae0,97137047855107826,478337354
